	add_date	analysis_level	brain_coverage	cognitive_contrast_cogatlas	cognitive_contrast_cogatlas_id	cognitive_paradigm_cogatlas	cognitive_paradigm_cogatlas_id	collection	collection_id	contrast_definition	contrast_definition_cogatlas	description	figure	file	file_size	collection_id	image_type	is_thresholded	map_type	modality	modify_date	name	not_mni	perc_bad_voxels	perc_voxels_outside	reduced_representation	smoothness_fwhm	statistic_parameters	thumbnail	url	image_id
47	2015-03-19T19:32:26.184987Z	group	99.9820555577	Mental Interaction minus Random Interaction	cnt_55314940f18c6	social cognition (theory of mind) fMRI task paradigm	trm_550b557e5f90e	457	457	Mental Interaction minus Random Interaction		FSL5.0		http://neurovault.org/media/images/457/tfMRI_SOCIAL_TOM-RANDOM_zstat1.nii.gz	1180644	3180	statistic_map	False	Z map	fMRI-BOLD	2015-12-23T06:18:04.890146Z	tfMRI SOCIAL TOM minus RANDOM zstat1	False	65.7057329202	26.2019059926	http://neurovault.org/media/images/457/transform_4mm_3180.npy	0.0	484.0	http://neurovault.org/media/images/457/glass_brain_3180.jpg	http://neurovault.org/images/3180/	3180
48	2014-06-04T15:06:21.108728Z	group	99.9623604382	cash average	cnt_55399f4618e42	balloon analogue risk task (BART)	trm_4d559bcd67c18	39	39	cash average		FSL5.0		http://neurovault.org/media/images/39/task001_cope04_cash_fixed.nii.gz	863094	118	statistic_map	False	T map	fMRI-BOLD	2015-12-23T11:02:17.697022Z	task001 cash average	False	74.6964699783	0.0	http://neurovault.org/media/images/39/transform_4mm_118.npy			http://neurovault.org/media/images/39/glass_brain_118.jpg	http://neurovault.org/images/118/	118
49	2015-03-19T19:31:54.447703Z	group	99.9886205976	Left Foot	cnt_55315270d1e14	motor fMRI task paradigm	trm_550b53d7dd674	457	457	Left Toe (Foot)		FSL5.0		http://neurovault.org/media/images/457/tfMRI_MOTOR_LF_zstat1.nii.gz	1180249	3156	statistic_map	False	Z map	fMRI-BOLD	2015-12-23T08:02:15.356658Z	tfMRI MOTOR LEFT FOOT zstat1	False	65.7102752072	26.18728373	http://neurovault.org/media/images/457/transform_4mm_3156.npy	0.0	490.0	http://neurovault.org/media/images/457/glass_brain_3156.jpg	http://neurovault.org/images/3156/	3156
50	2014-12-30T22:41:05.633837Z	group	80.4914661423	why nonsocial minus how nonsocial	cnt_55410992b9c4b	why/how task	trm_53c4465b0466f	297	297	why nonsocial minus how nonsocial		Why_Nonsocial > How_Nonsocial		http://neurovault.org/media/images/297/Tmap_Why_Nonsocial_-_How_Nonsocial.nii.gz	218046	1585	statistic_map	False	T map	fMRI-BOLD	2015-12-23T11:01:22.588915Z	Why_Nonsocial > How_Nonsocial	False	63.9426019246	3.17973348741	http://neurovault.org/media/images/297/transform_4mm_1585.npy		18.0	http://neurovault.org/media/images/297/glass_brain_1585.jpg	http://neurovault.org/images/1585/	1585
51	2015-03-19T19:27:06.903006Z	group	99.9820555577	Faces	cnt_5531474e117df	emotion processing fMRI task paradigm	trm_550b5b066d37b	457	457	Faces		FSL5.0		http://neurovault.org/media/images/457/tfMRI_EMOTION_FACES_zstat1.nii.gz	1182924	3129	statistic_map	False	Z map	fMRI-BOLD	2015-12-23T11:01:41.938300Z	tfMRI EMOTION FACES zstat1	False	65.7106075697	26.191414706	http://neurovault.org/media/images/457/transform_4mm_3129.npy	0.0	481.0	http://neurovault.org/media/images/457/glass_brain_3129.jpg	http://neurovault.org/images/3129/	3129
52	2015-03-19T19:27:09.746292Z	group	99.9820555577	Shapes	cnt_55314757a78a1	emotion processing fMRI task paradigm	trm_550b5b066d37b	457	457	Shapes		FSL5.0		http://neurovault.org/media/images/457/tfMRI_EMOTION_SHAPES_zstat1.nii.gz	1183414	3131	statistic_map	False	Z map	fMRI-BOLD	2015-12-23T19:54:30.420723Z	tfMRI EMOTION SHAPES zstat1	False	65.7106075697	26.191414706	http://neurovault.org/media/images/457/transform_4mm_3131.npy	0.0	481.0	http://neurovault.org/media/images/457/glass_brain_3131_1.jpg	http://neurovault.org/images/3131/	3131
53	2015-03-06T01:08:26.350531Z	group	97.9035639413	Go trial	cnt_5181f83b8eaae	stop signal task with letter naming	trm_5181f83b77fa4	423	423	go		FSL5.0		http://neurovault.org/media/images/423/task002_cope001_tstat1.nii.gz	861537	2824	statistic_map	False	T map	fMRI-BOLD	2015-12-23T10:58:52.423031Z	task002 cope001 tstat1	False	75.2176143244	0.0	http://neurovault.org/media/images/423/transform_4mm_2824.npy			http://neurovault.org/media/images/423/glass_brain_2824.jpg	http://neurovault.org/images/2824/	2824
54	2015-04-18T06:44:12.921727Z		100.0	parametric loss	cnt_4cacee8ad4b14	mixed gambles task	trm_4cacee4a1d875	3	3	parametric loss				http://neurovault.org/media/images/3/task001_cope06_neg_loss_param.nii.gz	877105	8719	statistic_map	False	T map	fMRI-BOLD	2015-12-23T11:02:16.841355Z	task001_cope06_neg_loss_param	False	74.6869422542	0.0	http://neurovault.org/media/images/3/transform_4mm_8719.npy			http://neurovault.org/media/images/3/glass_brain_8719.jpg	http://neurovault.org/images/8719/	8719
55	2014-12-30T22:41:05.609313Z	group	80.4914661423	why hand minus how hand	cnt_5541098145b5a	why/how task	trm_53c4465b0466f	297	297	why hand minus how hand		Why_Hand > How_Hand		http://neurovault.org/media/images/297/Tmap_Why_Hand_-_How_Hand.nii.gz	218089	1584	statistic_map	False	T map	fMRI-BOLD	2015-12-23T08:13:42.081568Z	Why_Hand > How_Hand	False	63.9426019246	3.17973348741	http://neurovault.org/media/images/297/transform_4mm_1584.npy		18.0	http://neurovault.org/media/images/297/glass_brain_1584.jpg	http://neurovault.org/images/1584/	1584
56	2015-03-19T19:32:35.379101Z	group	99.9886205976	0-back Place	cnt_55314b56bceed	working memory fMRI task paradigm	trm_550b50095d4a3	457	457	0-back Place		FSL5.0		http://neurovault.org/media/images/457/tfMRI_WM_0BK_PLACE_zstat1.nii.gz	1185051	3187	statistic_map	False	Z map	fMRI-BOLD	2015-12-23T05:42:17.140530Z	tfMRI WM 0BK PLACE zstat1	False	65.6937678714	26.2228006381	http://neurovault.org/media/images/457/transform_4mm_3187.npy	0.0	492.0	http://neurovault.org/media/images/457/glass_brain_3187.jpg	http://neurovault.org/images/3187/	3187
57	2015-03-05T20:51:34.191820Z	group	99.9562330677	auditory standard	cnt_553a7683a550a	oddball task	tsk_4a57abb949bf6	417	417	auditory standard		FSL5.0		http://neurovault.org/media/images/417/model001_task001_cope007_tstat1.nii.gz	875746	2723	statistic_map	False	T map	fMRI-BOLD	2015-12-23T09:17:36.149949Z	model001 task001 cope007 tstat1	False	74.6980210031	0.0	http://neurovault.org/media/images/417/transform_4mm_2723.npy			http://neurovault.org/media/images/417/glass_brain_2723.jpg	http://neurovault.org/images/2723/	2723
58	2014-06-04T15:08:16.296345Z	group	95.5725371253	classification trials: probabilistic	cnt_4ebcaad4c41d7	classification probe without feedback	trm_4ebc9d2e397f2	40	40	classification-probabilistic		FSL5.0		http://neurovault.org/media/images/40/task003_cope01_classification-probabilistic.nii.gz	877294	140	statistic_map	False	T map	fMRI-BOLD	2015-12-23T11:00:51.822469Z	task003_001_task.nii.gz	False	74.747432223	12.8814505994	http://neurovault.org/media/images/40/transform_4mm_140.npy			http://neurovault.org/media/images/40/glass_brain_140.jpg	http://neurovault.org/images/140/	140
59	2014-08-20T13:17:00.908817Z	group	81.4101505622	audio computation	cnt_553e860cb6e0a	functional localizer fMRI tasks	trm_553e85265f51e	94	94	audio computation		Calculation / computation with auditory cue: simple arithmetic task.		http://neurovault.org/media/images/94/calculation_auditory_cue_1.nii.gz	213485	415	statistic_map	False	T map	fMRI-BOLD	2015-12-23T04:34:32.068496Z	Calculation Auditory Cue	False	64.3846764848	0.859185053836	http://neurovault.org/media/images/94/transform_4mm_415.npy		93.0	http://neurovault.org/media/images/94/glass_brain_415_1.jpg	http://neurovault.org/images/415/	415
60	2014-06-04T15:12:22.027794Z	group	99.926909223	go-noncritical	cnt_55399a202b4ff	conditional stop signal task	trm_4cacf3fbc503b	42	42	go - noncritical		FSL5.0		http://neurovault.org/media/images/42/task002_cope02_go-noncritical.nii.gz	877860	144	statistic_map	False	T map	fMRI-BOLD	2015-12-23T10:58:16.039747Z	task002 002 go-noncritical	False	74.7054437648	0.0	http://neurovault.org/media/images/42/transform_4mm_144.npy			http://neurovault.org/media/images/42/glass_brain_144.jpg	http://neurovault.org/images/144/	144
61	2014-06-04T15:34:49.240212Z	group	100.0	incongruent minus congruent correct	cnt_5358f019cdf06	Eriksen flanker task	tsk_4a57abb949a4f	45	45	incongruent minus congruent correct		FSL5.0		http://neurovault.org/media/images/45/task001_cope09_incongruent_vs_congruent_correct.nii.gz	869300	178	statistic_map	False	T map	fMRI-BOLD	2015-12-23T11:03:33.364574Z	task001_009_incongruent_vs_congruent_correct.nii.gz	False	74.6869422542	0.0	http://neurovault.org/media/images/45/transform_4mm_178.npy			http://neurovault.org/media/images/45/glass_brain_178.jpg	http://neurovault.org/images/178/	178
62	2014-06-04T15:08:16.314488Z	group	95.5064490575	probabilistic classification trials	cnt_4cacf26718047	Probabilistic classification task	trm_4cacf22a22d80	40	40	task		FSL5.0		http://neurovault.org/media/images/40/task001_cope01_task.nii.gz	878402	141	statistic_map	False	T map	fMRI-BOLD	2015-12-23T19:43:19.476251Z	task001_001_task.nii.gz	False	74.7205108633	12.9680813302	http://neurovault.org/media/images/40/transform_4mm_141.npy			http://neurovault.org/media/images/40/glass_brain_141_1.jpg	http://neurovault.org/images/141/	141
63	2014-03-27T21:44:20.625647Z	group	82.5116091788	high-value go choice at probe	cnt_553e7a5b2584d	cue approach task	trm_553e77e53497d	35	35	parametric number of high value go choice at probe		Parametric effect of the number of times each high-value Go item was chosen during probe.	3A	http://neurovault.org/media/images/35/Fig3A_zstat1_2.nii.gz	740889	111	statistic_map	False	Z map	fMRI-BOLD	2015-12-23T10:58:06.938807Z	Fig3A_zstat1.nii.gz	False	78.4232503055	3.20038201255	http://neurovault.org/media/images/35/transform_4mm_111.npy			http://neurovault.org/media/images/35/glass_brain_111.jpg	http://neurovault.org/images/111/	111
64	2013-06-12T14:43:45.377570Z	group	100.0	task minus baseline	cnt_55ef1305643e9	mixed gambles task	trm_4cacee4a1d875	3	3	task minus baseline		task vs. baseline		http://neurovault.org/media/images/3/task001_cope01_task.nii.gz	878304	3	statistic_map	False	T map	fMRI-BOLD	2015-12-23T11:02:50.278249Z	task001_cope01_task	False	74.6869422542	0.0	http://neurovault.org/media/images/3/transform_4mm_3.npy			http://neurovault.org/media/images/3/glass_brain_3.jpg	http://neurovault.org/images/3/	3
65	2014-06-04T15:14:36.189722Z	group	100.0	dual-task tone counting probe	cnt_4ebcaa52e7dbd	dual-task weather prediction	trm_4ebc98cc77e7b	43	43	dual-task tone counting probe		FSL5.0		http://neurovault.org/media/images/43/task003_cope02_dual-task%20probe.nii.gz	867863	157	statistic_map	False	T map	fMRI-BOLD	2015-12-23T10:58:46.554981Z	task003_002_dual-task_probe.nii.gz	False	74.6869422542	0.0	http://neurovault.org/media/images/43/transform_4mm_157.npy			http://neurovault.org/media/images/43/glass_brain_157.jpg	http://neurovault.org/images/157/	157
66	2015-03-19T19:32:24.933663Z	group	99.9820555577	Random Interaction	cnt_553147b362347	social cognition (theory of mind) fMRI task paradigm	trm_550b557e5f90e	457	457	Random Interaction		FSL5.0		http://neurovault.org/media/images/457/tfMRI_SOCIAL_RANDOM_zstat1.nii.gz	1176438	3179	statistic_map	False	Z map	fMRI-BOLD	2015-12-23T09:24:51.037239Z	tfMRI SOCIAL RANDOM zstat1	False	65.7057329202	26.2019059926	http://neurovault.org/media/images/457/transform_4mm_3179.npy	0.0	484.0	http://neurovault.org/media/images/457/glass_brain_3179.jpg	http://neurovault.org/images/3179/	3179
67	2015-03-07T16:33:04.417193Z	group	92.0256649291	parametric context based action reward error	cnt_553fc50126261	dot motion task	trm_4f244ad7dcde7	431	431	context based action reward error			Figure 4	http://neurovault.org/media/images/431/figure4_context_based.nii.gz	882342	2963	statistic_map	False	Z map	fMRI-BOLD	2015-12-23T14:23:38.482161Z	context based action reward error	False	74.3391803277	9.2214901866	http://neurovault.org/media/images/431/transform_4mm_2963.npy			http://neurovault.org/media/images/431/glass_brain_2963.jpg	http://neurovault.org/images/2963/	2963
68	2014-06-04T15:34:49.337475Z	group	100.0	congruent correct	cnt_4decfedb91973	Eriksen flanker task	tsk_4a57abb949a4f	45	45	congruent correct		FSL5.0		http://neurovault.org/media/images/45/task001_cope01_congruent_correct.nii.gz	870247	183	statistic_map	False	T map	fMRI-BOLD	2015-12-23T07:30:43.622254Z	task001_001_congruent_correct.nii.gz	False	74.6869422542	0.0	http://neurovault.org/media/images/45/transform_4mm_183.npy			http://neurovault.org/media/images/45/glass_brain_183.jpg	http://neurovault.org/images/183/	183
69	2014-08-20T13:17:00.943421Z	group	81.4101505622	video computation	cnt_553e8616191c4	functional localizer fMRI tasks	trm_553e85265f51e	94	94	video computation		Calculation / computation tasks with visual cues: simple arithmetic.		http://neurovault.org/media/images/94/calculation_visual_cue_1.nii.gz	214488	418	statistic_map	False	T map	fMRI-BOLD	2015-12-23T04:34:33.270300Z	Calculation visual cue	False	64.3846764848	0.859185053836	http://neurovault.org/media/images/94/transform_4mm_418.npy		93.0	http://neurovault.org/media/images/94/glass_brain_418_1.jpg	http://neurovault.org/images/418/	418
70	2015-03-19T19:32:03.010217Z	group	99.9886205976	Right Hand	cnt_5531528989cc7	motor fMRI task paradigm	trm_550b53d7dd674	457	457	Right Finger (Hand)		FSL5.0		http://neurovault.org/media/images/457/tfMRI_MOTOR_RH_zstat1.nii.gz	1184943	3162	statistic_map	False	Z map	fMRI-BOLD	2015-12-23T07:54:55.491884Z	tfMRI MOTOR RIGHT HAND zstat1	False	65.7102752072	26.18728373	http://neurovault.org/media/images/457/transform_4mm_3162.npy	0.0	490.0	http://neurovault.org/media/images/457/glass_brain_3162.jpg	http://neurovault.org/images/3162/	3162
71	2015-04-16T11:45:08.193660Z	group	87.907634266	target 1-back minus 0-back	cnt_55ef43b5be6da	object one-back task	trm_4ebd47b8bab6b	518	518			one sample t-test contrast of targets in 1-back vs 0-back conditions	figure 4	http://neurovault.org/media/images/518/targ_1b_vs_0b.nii.gz	1888017	8625	statistic_map	False	T map	fMRI-BOLD	2015-12-23T11:03:34.154426Z	targ_1back_VS_0back	False	76.3864165228	4.83964959326	http://neurovault.org/media/images/518/transform_4mm_8625.npy			http://neurovault.org/media/images/518/glass_brain_8625.jpg	http://neurovault.org/images/8625/	8625
72	2014-08-20T13:17:00.723673Z	group	81.4101505622	left video click	cnt_553e86042df77	functional localizer fMRI tasks	trm_553e85265f51e	94	94	left video click		Left button press visual cue		http://neurovault.org/media/images/94/left_button_press_visual_cue_1.nii.gz	211862	401	statistic_map	False	T map	fMRI-BOLD	2015-12-23T04:34:30.613801Z	Left Button Press Visual Cue	False	64.3846764848	0.859185053836	http://neurovault.org/media/images/94/transform_4mm_401.npy		93.0	http://neurovault.org/media/images/94/glass_brain_401_1.jpg	http://neurovault.org/images/401/	401
73	2014-06-04T15:14:36.337483Z	group	100.0	tone counting probe	cnt_54f8cb27bce65	tone counting	trm_4ebc6a6b75ebf	43	43	tone counting probe		FSL5.0		http://neurovault.org/media/images/43/task001_cope02_tone%20counting%20probe.nii.gz	873404	164	statistic_map	False	T map	fMRI-BOLD	2015-12-23T04:31:25.311767Z	task001_002_tone counting probe.nii.gz	False	74.6869422542	0.0	http://neurovault.org/media/images/43/transform_4mm_164.npy			http://neurovault.org/media/images/43/glass_brain_164.jpg	http://neurovault.org/images/164/	164
74	2014-06-04T15:36:16.237331Z	group	92.351728575	consonant strings	cnt_55399e5ab094d	word one-back task	trm_4ebd482eba5b1	46	46	consonant strings		FSL5.0		http://neurovault.org/media/images/46/task001_cope04_Consonant%20strings.nii.gz	817054	190	statistic_map	False	T map	fMRI-BOLD	2015-12-23T10:05:43.429537Z	task001_004_Consonant strings.nii.gz	False	76.6229536166	0.0	http://neurovault.org/media/images/46/transform_4mm_190.npy			http://neurovault.org/media/images/46/glass_brain_190.jpg	http://neurovault.org/images/190/	190
75	2015-03-19T19:32:42.200789Z	group	99.9886205976	2-back Body	cnt_55314aff55913	working memory fMRI task paradigm	trm_550b50095d4a3	457	457	2-back Body		FSL5.0		http://neurovault.org/media/images/457/tfMRI_WM_2BK_BODY_zstat1.nii.gz	1182681	3191	statistic_map	False	Z map	fMRI-BOLD	2015-12-23T09:45:31.639267Z	tfMRI WM 2BK BODY zstat1	False	65.6937678714	26.2228006381	http://neurovault.org/media/images/457/transform_4mm_3191.npy	0.0	492.0	http://neurovault.org/media/images/457/glass_brain_3191.jpg	http://neurovault.org/images/3191/	3191
76	2014-08-20T13:17:00.794989Z	group	81.4101505622	right video click	cnt_553e85fc78496	functional localizer fMRI tasks	trm_553e85265f51e	94	94	right video click		Right button press with a visual cue		http://neurovault.org/media/images/94/right_button_press_visual_cue_1.nii.gz	182519	407	statistic_map	False	T map	fMRI-BOLD	2015-12-23T10:58:24.777773Z	Right Button Press Visual Cue	False	71.2059064807	0.859185053836	http://neurovault.org/media/images/94/transform_4mm_407.npy		93.0	http://neurovault.org/media/images/94/glass_brain_407.jpg	http://neurovault.org/images/407/	407
77	2014-12-30T22:33:41.238965Z	group	80.4914661423	why face minus how face	cnt_55410975ce70b	why/how task	trm_53c4465b0466f	297	297	why face minus how face		Why_Face > How_Face		http://neurovault.org/media/images/297/Tmap_Why_Face_-_How_Face.nii.gz	217937	1583	statistic_map	False	T map	fMRI-BOLD	2015-12-23T11:03:15.287900Z	Why_Face > How_Face	False	63.9426019246	3.17973348741	http://neurovault.org/media/images/297/transform_4mm_1583.npy		18.0	http://neurovault.org/media/images/297/glass_brain_1583.jpg	http://neurovault.org/images/1583/	1583
78	2015-03-06T01:41:03.346532Z	group	98.4861018106	false belief question minus false picture question	cnt_553a689b663ed	false belief task	trm_4f2456027809f	426	426	false belief question - false picture question		FSL5.0		http://neurovault.org/media/images/426/task001_cope008_tstat1.nii.gz	859252	2883	statistic_map	False	T map	fMRI-BOLD	2015-12-23T19:43:51.978837Z	task001 cope008 tstat1	False	75.0701561771	0.0	http://neurovault.org/media/images/426/transform_4mm_2883.npy			http://neurovault.org/media/images/426/glass_brain_2883_1.jpg	http://neurovault.org/images/2883/	2883
79	2014-06-04T15:36:16.175477Z	group	92.351728575	scrambled objects	cnt_55399e44106d4	word one-back task	trm_4ebd482eba5b1	46	46	scrambled objects		FSL5.0		http://neurovault.org/media/images/46/task001_cope03_Scrambled%20objects.nii.gz	816958	187	statistic_map	False	T map	fMRI-BOLD	2015-12-23T19:43:09.259940Z	task001_003_Scrambled objects.nii.gz	False	76.6229536166	0.0	http://neurovault.org/media/images/46/transform_4mm_187.npy			http://neurovault.org/media/images/46/glass_brain_187_1.jpg	http://neurovault.org/images/187/	187
80	2015-03-05T20:15:40.559235Z	group	99.8940840238	all	cnt_553a73a084bdd	object one-back task	trm_4ebd47b8bab6b	415	415	all		FSL5.0		http://neurovault.org/media/images/415/model001_task001_cope009_tstat1.nii.gz	879816	2714	statistic_map	False	T map	fMRI-BOLD	2015-12-23T14:42:41.656595Z	model001 task001 cope009 tstat1	False	74.7137528265	0.0	http://neurovault.org/media/images/415/transform_4mm_2714.npy			http://neurovault.org/media/images/415/glass_brain_2714.jpg	http://neurovault.org/images/2714/	2714
81	2015-04-18T17:03:18.520669Z	group	92.0348559849	reappraise negative rating	cnt_553a6e9a84bd2	emotional regulation task	trm_4da890594742a	425	425	Reapp Neg Rating		FSL5.0		http://neurovault.org/media/images/425/task001_cope09_Reapp_Neg_Rating.nii.gz	804314	8730	statistic_map	False	T map	fMRI-BOLD	2015-12-23T09:33:43.174623Z	task001 cope09 Reapp Neg Rating	False	76.7031637583	0.0	http://neurovault.org/media/images/425/transform_4mm_8730.npy			http://neurovault.org/media/images/425/glass_brain_8730.jpg	http://neurovault.org/images/8730/	8730
82	2014-06-04T15:12:22.120076Z	group	99.926909223	successful stop-critical	cnt_55399a3f5e512	conditional stop signal task	trm_4cacf3fbc503b	42	42	successful stop-critical		FSL5.0		http://neurovault.org/media/images/42/task002_cope03_successful%20stop-critical.nii.gz	878115	149	statistic_map	False	T map	fMRI-BOLD	2015-12-23T11:00:50.403737Z	task002 003 successful stop-critical	False	74.7054437648	0.0	http://neurovault.org/media/images/42/transform_4mm_149.npy			http://neurovault.org/media/images/42/glass_brain_149.jpg	http://neurovault.org/images/149/	149
83	2015-04-23T22:13:19.095890Z	group	99.9820555577	Relational Processing minus Matching	cnt_553149bc9f9d1	relational processing fMRI task paradigm	trm_550b5a47aa23e	457	457	Relational Processing minus Matching				http://neurovault.org/media/images/457/tfMRI_RELATIONAL_REL-MATCH.nii_tstat1.nii.gz	1158793	8820	statistic_map	False	T map	fMRI-BOLD	2015-12-23T10:58:21.743435Z	tfMRI RELATIONAL RELATIONAL minus MATCHING	False	65.7151498567	26.1816360493	http://neurovault.org/media/images/457/transform_4mm_8820.npy			http://neurovault.org/media/images/457/glass_brain_8820.jpg	http://neurovault.org/images/8820/	8820
84	2014-06-04T15:06:21.143934Z	group	99.9623604382	pumps average	cnt_55399f7c60721	balloon analogue risk task (BART)	trm_4d559bcd67c18	39	39	pumps average		FSL5.0		http://neurovault.org/media/images/39/task001_cope01_pumps_fixed.nii.gz	878169	120	statistic_map	False	T map	fMRI-BOLD	2015-12-23T11:02:19.932466Z	task001 pumps average	False	74.6964699783	0.0	http://neurovault.org/media/images/39/transform_4mm_120.npy			http://neurovault.org/media/images/39/glass_brain_120.jpg	http://neurovault.org/images/120/	120
85	2014-06-04T15:08:16.277337Z	group	95.5725371253	classification trials: deterministic	cnt_54f8cbcb6fab6	classification probe without feedback	trm_4ebc9d2e397f2	40	40	classification-deterministic		FSL5.0		http://neurovault.org/media/images/40/task003_cope02_classification-deterministic.nii.gz	877829	139	statistic_map	False	T map	fMRI-BOLD	2015-12-23T11:00:43.904094Z	task003_002_classification_deterministic.nii.gz	False	74.747432223	12.8814505994	http://neurovault.org/media/images/40/transform_4mm_139.npy			http://neurovault.org/media/images/40/glass_brain_139.jpg	http://neurovault.org/images/139/	139
86	2014-08-20T13:17:00.653515Z	group	81.4101505622	checkerboard	cnt_553e8672a9f1d	functional localizer fMRI tasks	trm_553e85265f51e	94	94	checkerboard		Visual Checkboard		http://neurovault.org/media/images/94/checkerboard_1.nii.gz	215303	395	statistic_map	False	T map	fMRI-BOLD	2015-12-23T13:34:06.867850Z	Checkerboard	False	64.3846764848	0.859185053836	http://neurovault.org/media/images/94/transform_4mm_395.npy		93.0	http://neurovault.org/media/images/94/glass_brain_395.jpg	http://neurovault.org/images/395/	395
87	2014-03-24T21:39:28.191912Z	group	100.0	pre-cash trials minus pre-pump trials matched for risk level	cnt_5542665e734fe	balloon analogue risk task (BART)	trm_4d559bcd67c18	34	34	pre-cash trials minus pre-pump trials with risk level matched		"Contrast between trials preceding cashout trials and trials preceding pump trials in the BART (trials matched for level of risk)

This contrast is contrasting trials immediately preceding a cashout vs. trials immediately preceding a pump. However, the pre-pump condition only contains a subset of all the pre-pump trials for that participant that are matched to the risk level of that participant's pre-cashout trials. So both the pre-pump and pre-cashout regressor would include 3 trials from pump #3, 5 trials from pump #4, 2 trials from pump #5, and so on."		http://neurovault.org/media/images/34/tstatsCashoutsMinusPumpMasked.nii.gz	935285	109	statistic_map	False	T map	fMRI-BOLD	2015-12-23T11:03:14.017313Z	Pre-cashout vs. pre-pump	False	74.6869422542	0.0	http://neurovault.org/media/images/34/transform_4mm_109.npy	5.0		http://neurovault.org/media/images/34/glass_brain_109.jpg	http://neurovault.org/images/109/	109
88	2014-08-20T13:17:00.872280Z	group	81.4101505622	audio sentences	cnt_553e865d69738	functional localizer fMRI tasks	trm_553e85265f51e	94	94	audio sentences		Sentence listening		http://neurovault.org/media/images/94/sentence_listening_1.nii.gz	214610	412	statistic_map	False	T map	fMRI-BOLD	2015-12-23T04:35:32.596829Z	Sentence listening	False	64.3846764848	0.859185053836	http://neurovault.org/media/images/94/transform_4mm_412.npy		93.0	http://neurovault.org/media/images/94/glass_brain_412_1.jpg	http://neurovault.org/images/412/	412
89	2015-03-19T19:32:05.428852Z	group	99.9886205976	Tongue	cnt_553152908ac51	motor fMRI task paradigm	trm_550b53d7dd674	457	457	Tongue		FSL5.0		http://neurovault.org/media/images/457/tfMRI_MOTOR_T_zstat1.nii.gz	1183847	3164	statistic_map	False	Z map	fMRI-BOLD	2015-12-23T08:02:40.642533Z	tfMRI MOTOR TONGUE zstat1	False	65.7102752072	26.18728373	http://neurovault.org/media/images/457/transform_4mm_3164.npy	0.0	490.0	http://neurovault.org/media/images/457/glass_brain_3164.jpg	http://neurovault.org/images/3164/	3164
90	2015-03-19T19:32:46.004023Z	group	99.9886205976	2-back Tool	cnt_55314b1edb310	working memory fMRI task paradigm	trm_550b50095d4a3	457	457	2-back Tool		FSL5.0		http://neurovault.org/media/images/457/tfMRI_WM_2BK_TOOL_zstat1.nii.gz	1183216	3194	statistic_map	False	Z map	fMRI-BOLD	2015-12-23T09:33:43.869224Z	tfMRI WM 2BK TOOL zstat1	False	65.6937678714	26.2228006381	http://neurovault.org/media/images/457/transform_4mm_3194.npy	0.0	492.0	http://neurovault.org/media/images/457/glass_brain_3194.jpg	http://neurovault.org/images/3194/	3194
91	2014-06-04T15:36:16.151590Z	group	92.351728575	words	cnt_55399e3b3d13e	word one-back task	trm_4ebd482eba5b1	46	46	words		FSL5.0		http://neurovault.org/media/images/46/task001_cope01_Words.nii.gz	816443	186	statistic_map	False	T map	fMRI-BOLD	2015-12-23T19:43:23.131213Z	task001_001_Words.nii.gz	False	76.6229536166	0.0	http://neurovault.org/media/images/46/transform_4mm_186.npy			http://neurovault.org/media/images/46/glass_brain_186_1.jpg	http://neurovault.org/images/186/	186
92	2014-06-04T15:12:22.081816Z	group	99.970238486	successful stop trial	cnt_4c6b5fd5bfc41	stop signal task	tsk_4a57abb949e1a	42	42	successful stop		FSL5.0		http://neurovault.org/media/images/42/task001_cope02_successful%20stop.nii.gz	877101	147	statistic_map	False	T map	fMRI-BOLD	2015-12-23T11:00:55.403716Z	task001 002 successful stop	False	74.6944758035	0.0	http://neurovault.org/media/images/42/transform_4mm_147.npy			http://neurovault.org/media/images/42/glass_brain_147.jpg	http://neurovault.org/images/147/	147
