	CIAS	add_date	analysis_level	brain_coverage	cognitive_contrast_cogatlas	cognitive_contrast_cogatlas_id	cognitive_paradigm_cogatlas	cognitive_paradigm_cogatlas_id	collection	collection_id	contrast_definition	contrast_definition_cogatlas	description	figure	file	file_size	collection_id	image_type	is_thresholded	map_type	modality	modify_date	name	not_mni	perc_bad_voxels	perc_voxels_outside	reduced_representation	smoothness_fwhm	statistic_parameters	thumbnail	type	url	image_id
699		2015-03-05T20:51:34.191820Z	group	99.9562330677	auditory standard	cnt_553a7683a550a	oddball task	tsk_4a57abb949bf6	417	417	auditory standard		FSL5.0		http://neurovault.org/media/images/417/model001_task001_cope007_tstat1.nii.gz	875746	2723	statistic_map	False	T map	fMRI-BOLD	2015-12-23T09:17:36.149949Z	model001 task001 cope007 tstat1	False	74.6980210031	0.0	http://neurovault.org/media/images/417/transform_4mm_2723.npy			http://neurovault.org/media/images/417/glass_brain_2723.jpg		http://neurovault.org/images/2723/	2723
701		2015-03-10T03:16:06.549286Z	group	99.926909223	unsuccessful stop minus successful stop	cnt_55399a008d960	conditional stop signal task	trm_4cacf3fbc503b	42	42	 unsucc minus succ stop		FSL5.0		http://neurovault.org/media/images/42/task002_cope08_unsucc_minus_succ_stop.nii.gz	877640	3040	statistic_map	False	T map	fMRI-BOLD	2015-12-23T19:52:42.647038Z	task002 008 unsucc minus succ stop	False	74.7054437648	0.0	http://neurovault.org/media/images/42/transform_4mm_3040.npy			http://neurovault.org/media/images/42/glass_brain_3040_1.jpg		http://neurovault.org/images/3040/	3040
702		2015-03-10T03:16:05.494642Z	group	99.926909223	go-critical minus go-noncritical	cnt_553999f2c69ef	conditional stop signal task	trm_4cacf3fbc503b	42	42	go-critical minus go-noncritical		FSL5.0		http://neurovault.org/media/images/42/task002_cope09_go_crit-go_noncrit.nii.gz	877915	3039	statistic_map	False	T map	fMRI-BOLD	2015-12-23T19:53:11.328361Z	task002 009 go-critical minus go-noncritical	False	74.7054437648	0.0	http://neurovault.org/media/images/42/transform_4mm_3039.npy			http://neurovault.org/media/images/42/glass_brain_3039_1.jpg		http://neurovault.org/images/3039/	3039
703		2014-06-04T15:12:22.009334Z	group	99.970238486	go trial	cnt_4b44a4d544ee7	stop signal task	tsk_4a57abb949e1a	42	42	go		FSL5.0		http://neurovault.org/media/images/42/task001_cope01_go.nii.gz	878731	143	statistic_map	False	T map	fMRI-BOLD	2015-12-23T19:43:22.481547Z	task001 001 go	False	74.6944758035	0.0	http://neurovault.org/media/images/42/transform_4mm_143.npy			http://neurovault.org/media/images/42/glass_brain_143_1.jpg		http://neurovault.org/images/143/	143
705		2014-06-04T15:12:22.213267Z	group	99.926909223	failed stop-noncritical 	cnt_4ebca22149619	conditional stop signal task	trm_4cacf3fbc503b	42	42	failed stop-noncritical		FSL5.0		http://neurovault.org/media/images/42/task002_cope05_failed%20stop-noncritical.nii.gz	878341	154	statistic_map	False	T map	fMRI-BOLD	2015-12-23T11:00:58.559479Z	task002 005 failed stop-noncritical	False	74.7054437648	0.0	http://neurovault.org/media/images/42/transform_4mm_154.npy			http://neurovault.org/media/images/42/glass_brain_154.jpg		http://neurovault.org/images/154/	154
706		2014-06-04T15:12:22.062819Z	group	99.970238486	failed stop	cnt_55399d6bcd8dc	stop signal task	tsk_4a57abb949e1a	42	42	failed stop		FSL5.0		http://neurovault.org/media/images/42/task001_cope03_failed%20stop.nii.gz	878293	146	statistic_map	False	T map	fMRI-BOLD	2015-12-23T07:42:21.638427Z	task001 003 failed stop	False	74.6944758035	0.0	http://neurovault.org/media/images/42/transform_4mm_146.npy			http://neurovault.org/media/images/42/glass_brain_146.jpg		http://neurovault.org/images/146/	146
707		2014-06-04T15:12:22.120076Z	group	99.926909223	successful stop-critical	cnt_55399a3f5e512	conditional stop signal task	trm_4cacf3fbc503b	42	42	successful stop-critical		FSL5.0		http://neurovault.org/media/images/42/task002_cope03_successful%20stop-critical.nii.gz	878115	149	statistic_map	False	T map	fMRI-BOLD	2015-12-23T11:00:50.403737Z	task002 003 successful stop-critical	False	74.7054437648	0.0	http://neurovault.org/media/images/42/transform_4mm_149.npy			http://neurovault.org/media/images/42/glass_brain_149.jpg		http://neurovault.org/images/149/	149
709		2014-06-04T15:12:21.957458Z	group	99.926909223	failed stop-critical 	cnt_4ebca202935c6	conditional stop signal task	trm_4cacf3fbc503b	42	42	failed stop-critical		FSL5.0		http://neurovault.org/media/images/42/task002_cope04_failed%20stop-critical.nii.gz	877599	142	statistic_map	False	T map	fMRI-BOLD	2015-12-23T10:06:20.433207Z	task002 004 failed stop-critical	False	74.7054437648	0.0	http://neurovault.org/media/images/42/transform_4mm_142.npy			http://neurovault.org/media/images/42/glass_brain_142.jpg		http://neurovault.org/images/142/	142
714		2014-06-04T15:12:22.027794Z	group	99.926909223	go-noncritical	cnt_55399a202b4ff	conditional stop signal task	trm_4cacf3fbc503b	42	42	go - noncritical		FSL5.0		http://neurovault.org/media/images/42/task002_cope02_go-noncritical.nii.gz	877860	144	statistic_map	False	T map	fMRI-BOLD	2015-12-23T10:58:16.039747Z	task002 002 go-noncritical	False	74.7054437648	0.0	http://neurovault.org/media/images/42/transform_4mm_144.npy			http://neurovault.org/media/images/42/glass_brain_144.jpg		http://neurovault.org/images/144/	144
715		2015-03-10T03:16:07.558169Z	group	99.926909223	successful stop minus go	cnt_4ebca1f15eb7d	conditional stop signal task	trm_4cacf3fbc503b	42	42	succstop minus go		FSL5.0		http://neurovault.org/media/images/42/task002_cope10_succstop_minus_go.nii.gz	878039	3041	statistic_map	False	T map	fMRI-BOLD	2015-12-23T08:18:20.662312Z	task002 010 succstop minus go	False	74.7054437648	0.0	http://neurovault.org/media/images/42/transform_4mm_3041.npy			http://neurovault.org/media/images/42/glass_brain_3041.jpg		http://neurovault.org/images/3041/	3041
717		2014-06-04T15:12:22.081816Z	group	99.970238486	successful stop trial	cnt_4c6b5fd5bfc41	stop signal task	tsk_4a57abb949e1a	42	42	successful stop		FSL5.0		http://neurovault.org/media/images/42/task001_cope02_successful%20stop.nii.gz	877101	147	statistic_map	False	T map	fMRI-BOLD	2015-12-23T11:00:55.403716Z	task001 002 successful stop	False	74.6944758035	0.0	http://neurovault.org/media/images/42/transform_4mm_147.npy			http://neurovault.org/media/images/42/glass_brain_147.jpg		http://neurovault.org/images/147/	147
723		2015-03-06T01:08:28.377309Z	group	97.2523119882	go trial	cnt_5181f863d5591	stop signal task with pseudo word naming	trm_5181f863d24f4	423	423	go		FSL5.0		http://neurovault.org/media/images/423/task003_cope001_tstat1.nii.gz	857169	2826	statistic_map	False	T map	fMRI-BOLD	2015-12-23T11:00:37.919170Z	task003 cope001 tstat1	False	75.3824661073	0.0	http://neurovault.org/media/images/423/transform_4mm_2826.npy			http://neurovault.org/media/images/423/glass_brain_2826.jpg		http://neurovault.org/images/2826/	2826
737		2015-03-06T01:08:26.350531Z	group	97.9035639413	Go trial	cnt_5181f83b8eaae	stop signal task with letter naming	trm_5181f83b77fa4	423	423	go		FSL5.0		http://neurovault.org/media/images/423/task002_cope001_tstat1.nii.gz	861537	2824	statistic_map	False	T map	fMRI-BOLD	2015-12-23T10:58:52.423031Z	task002 cope001 tstat1	False	75.2176143244	0.0	http://neurovault.org/media/images/423/transform_4mm_2824.npy			http://neurovault.org/media/images/423/glass_brain_2824.jpg		http://neurovault.org/images/2824/	2824
752		2015-03-05T20:15:40.559235Z	group	99.8940840238	all	cnt_553a73a084bdd	object one-back task	trm_4ebd47b8bab6b	415	415	all		FSL5.0		http://neurovault.org/media/images/415/model001_task001_cope009_tstat1.nii.gz	879816	2714	statistic_map	False	T map	fMRI-BOLD	2015-12-23T14:42:41.656595Z	model001 task001 cope009 tstat1	False	74.7137528265	0.0	http://neurovault.org/media/images/415/transform_4mm_2714.npy			http://neurovault.org/media/images/415/glass_brain_2714.jpg		http://neurovault.org/images/2714/	2714
762		2014-03-24T21:39:28.191912Z	group	100.0	pre-cash trials minus pre-pump trials matched for risk level	cnt_5542665e734fe	balloon analogue risk task (BART)	trm_4d559bcd67c18	34	34	pre-cash trials minus pre-pump trials with risk level matched		"Contrast between trials preceding cashout trials and trials preceding pump trials in the BART (trials matched for level of risk)

This contrast is contrasting trials immediately preceding a cashout vs. trials immediately preceding a pump. However, the pre-pump condition only contains a subset of all the pre-pump trials for that participant that are matched to the risk level of that participant's pre-cashout trials. So both the pre-pump and pre-cashout regressor would include 3 trials from pump #3, 5 trials from pump #4, 2 trials from pump #5, and so on."		http://neurovault.org/media/images/34/tstatsCashoutsMinusPumpMasked.nii.gz	935285	109	statistic_map	False	T map	fMRI-BOLD	2015-12-23T11:03:14.017313Z	Pre-cashout vs. pre-pump	False	74.6869422542	0.0	http://neurovault.org/media/images/34/transform_4mm_109.npy	5.0		http://neurovault.org/media/images/34/glass_brain_109.jpg		http://neurovault.org/images/109/	109
766		2015-01-10T05:49:51.250971Z		97.7201804948	reappraise negative rating	cnt_553a6e9a84bd2	emotional regulation task	trm_4da890594742a	307	307			mediation results (Figure 4): activity during cue/anticipation that shows an amygdala-mediated relationship with reappraisal success (a*b mediation path)		http://neurovault.org/media/images/307/Denny_etal_2014_reappraisal_anticipation_2.nii.gz	1344489	1750	statistic_map	False	T map	fMRI-BOLD	2015-12-23T11:01:23.924530Z	mediation results	False	61.9033955257	35.0704188489	http://neurovault.org/media/images/307/transform_4mm_1750.npy		25.0	http://neurovault.org/media/images/307/glass_brain_1750.jpg		http://neurovault.org/images/1750/	1750
858		2013-06-12T14:47:19.050178Z		100.0	parametric gain	cnt_5181f79e38fb2	mixed gambles task	trm_4cacee4a1d875	3	3	parametric gain		Parametric effect of gains		http://neurovault.org/media/images/3/task001_cope02_parametric%20gain.nii.gz	873234	4	statistic_map	False	T map	fMRI-BOLD	2015-12-23T10:05:42.294459Z	task001_cope02_parametric gain	False	74.6869422542	0.0	http://neurovault.org/media/images/3/transform_4mm_4.npy			http://neurovault.org/media/images/3/glass_brain_4.jpg		http://neurovault.org/images/4/	4
859		2015-04-18T06:44:12.921727Z		100.0	parametric loss	cnt_4cacee8ad4b14	mixed gambles task	trm_4cacee4a1d875	3	3	parametric loss				http://neurovault.org/media/images/3/task001_cope06_neg_loss_param.nii.gz	877105	8719	statistic_map	False	T map	fMRI-BOLD	2015-12-23T11:02:16.841355Z	task001_cope06_neg_loss_param	False	74.6869422542	0.0	http://neurovault.org/media/images/3/transform_4mm_8719.npy			http://neurovault.org/media/images/3/glass_brain_8719.jpg		http://neurovault.org/images/8719/	8719
860		2013-06-12T14:43:45.377570Z	group	100.0	task minus baseline	cnt_55ef1305643e9	mixed gambles task	trm_4cacee4a1d875	3	3	task minus baseline		task vs. baseline		http://neurovault.org/media/images/3/task001_cope01_task.nii.gz	878304	3	statistic_map	False	T map	fMRI-BOLD	2015-12-23T11:02:50.278249Z	task001_cope01_task	False	74.6869422542	0.0	http://neurovault.org/media/images/3/transform_4mm_3.npy			http://neurovault.org/media/images/3/glass_brain_3.jpg		http://neurovault.org/images/3/	3
861		2015-04-18T06:41:38.093704Z	group	100.0	difference from indifference	cnt_5175b81f53bf3	mixed gambles task	trm_4cacee4a1d875	3	3	distance from indifference				http://neurovault.org/media/images/3/task001_cope04_distance%20from%20indifference.nii.gz	878581	8718	statistic_map	False	T map	fMRI-BOLD	2015-12-23T11:02:18.777368Z	task001_cope04_distance from indifference	False	74.6869422542	0.0	http://neurovault.org/media/images/3/transform_4mm_8718.npy			http://neurovault.org/media/images/3/glass_brain_8718.jpg		http://neurovault.org/images/8718/	8718
991		2014-12-30T22:45:19.552546Z	group	80.4914661423	[why face minus how nonsocial] minus [why nonsocial minus how face]	cnt_554109af50e85	why/how task	trm_53c4465b0466f	297	297	[why face minus how face] minus [why nonsocial minus how nonsocial]		[Why_Face > How_Face] > [Why_Nonsocial > How_Nonsocial]		http://neurovault.org/media/images/297/Tmap_Why_FaceHow_Nonsocial_-_Why_NonsocialHow_Face.nii.gz	218721	1586	statistic_map	False	T map	fMRI-BOLD	2015-12-23T11:03:20.166146Z	[Why_Face > How_Face] > [Why_Nonsocial > How_Nonsocial]	False	63.9426019246	3.17973348741	http://neurovault.org/media/images/297/transform_4mm_1586.npy		18.0	http://neurovault.org/media/images/297/glass_brain_1586.jpg		http://neurovault.org/images/1586/	1586
992		2014-12-30T22:41:05.609313Z	group	80.4914661423	why hand minus how hand	cnt_5541098145b5a	why/how task	trm_53c4465b0466f	297	297	why hand minus how hand		Why_Hand > How_Hand		http://neurovault.org/media/images/297/Tmap_Why_Hand_-_How_Hand.nii.gz	218089	1584	statistic_map	False	T map	fMRI-BOLD	2015-12-23T08:13:42.081568Z	Why_Hand > How_Hand	False	63.9426019246	3.17973348741	http://neurovault.org/media/images/297/transform_4mm_1584.npy		18.0	http://neurovault.org/media/images/297/glass_brain_1584.jpg		http://neurovault.org/images/1584/	1584
993		2014-12-30T22:41:05.633837Z	group	80.4914661423	why nonsocial minus how nonsocial	cnt_55410992b9c4b	why/how task	trm_53c4465b0466f	297	297	why nonsocial minus how nonsocial		Why_Nonsocial > How_Nonsocial		http://neurovault.org/media/images/297/Tmap_Why_Nonsocial_-_How_Nonsocial.nii.gz	218046	1585	statistic_map	False	T map	fMRI-BOLD	2015-12-23T11:01:22.588915Z	Why_Nonsocial > How_Nonsocial	False	63.9426019246	3.17973348741	http://neurovault.org/media/images/297/transform_4mm_1585.npy		18.0	http://neurovault.org/media/images/297/glass_brain_1585.jpg		http://neurovault.org/images/1585/	1585
994		2014-12-30T22:46:14.835513Z	group	80.4914661423	[why hand minus how nonsocial] minus [why nonsocial minus how hand]	cnt_554109c5544c8	why/how task	trm_53c4465b0466f	297	297	[why hand minus how hand] minus [why nonsocial minus how nonsocial]		[Why_Hand > How_Hand] > [Why_Nonsocial > How_Nonsocial]		http://neurovault.org/media/images/297/Tmap_Why_HandHow_Nonsocial_-_Why_NonsocialHow_Hand.nii.gz	218625	1587	statistic_map	False	T map	fMRI-BOLD	2015-12-23T11:03:03.526365Z	[Why_Hand > How_Hand] > [Why_Nonsocial > How_Nonsocial]	False	63.9426019246	3.17973348741	http://neurovault.org/media/images/297/transform_4mm_1587.npy		18.0	http://neurovault.org/media/images/297/glass_brain_1587_1.jpg		http://neurovault.org/images/1587/	1587
995		2014-12-30T22:33:41.238965Z	group	80.4914661423	why face minus how face	cnt_55410975ce70b	why/how task	trm_53c4465b0466f	297	297	why face minus how face		Why_Face > How_Face		http://neurovault.org/media/images/297/Tmap_Why_Face_-_How_Face.nii.gz	217937	1583	statistic_map	False	T map	fMRI-BOLD	2015-12-23T11:03:15.287900Z	Why_Face > How_Face	False	63.9426019246	3.17973348741	http://neurovault.org/media/images/297/transform_4mm_1583.npy		18.0	http://neurovault.org/media/images/297/glass_brain_1583.jpg		http://neurovault.org/images/1583/	1583
1080		2015-03-19T19:27:09.746292Z	group	99.9820555577	Shapes	cnt_55314757a78a1	emotion processing fMRI task paradigm	trm_550b5b066d37b	457	457	Shapes		FSL5.0		http://neurovault.org/media/images/457/tfMRI_EMOTION_SHAPES_zstat1.nii.gz	1183414	3131	statistic_map	False	Z map	fMRI-BOLD	2015-12-23T19:54:30.420723Z	tfMRI EMOTION SHAPES zstat1	False	65.7106075697	26.191414706	http://neurovault.org/media/images/457/transform_4mm_3131.npy	0.0	481.0	http://neurovault.org/media/images/457/glass_brain_3131_1.jpg		http://neurovault.org/images/3131/	3131
1082		2015-03-19T19:32:32.776511Z	group	99.9886205976	0-back Body	cnt_55314b2a72bee	working memory fMRI task paradigm	trm_550b50095d4a3	457	457	0-back Body		FSL5.0		http://neurovault.org/media/images/457/tfMRI_WM_0BK_BODY_zstat1.nii.gz	1181692	3185	statistic_map	False	Z map	fMRI-BOLD	2015-12-23T04:35:32.192013Z	tfMRI WM 0BK BODY zstat1	False	65.6937678714	26.2228006381	http://neurovault.org/media/images/457/transform_4mm_3185.npy	0.0	492.0	http://neurovault.org/media/images/457/glass_brain_3185_1.jpg		http://neurovault.org/images/3185/	3185
1084		2015-03-19T19:32:36.652365Z	group	99.9886205976	0-back Tool	cnt_55314b5e393d2	working memory fMRI task paradigm	trm_550b50095d4a3	457	457	0-back Tool		FSL5.0		http://neurovault.org/media/images/457/tfMRI_WM_0BK_TOOL_zstat1.nii.gz	1183452	3188	statistic_map	False	Z map	fMRI-BOLD	2015-12-23T04:37:53.600116Z	tfMRI WM 0BK TOOL zstat1	False	65.6937678714	26.2228006381	http://neurovault.org/media/images/457/transform_4mm_3188.npy	0.0	492.0	http://neurovault.org/media/images/457/glass_brain_3188_1.jpg		http://neurovault.org/images/3188/	3188
1086		2015-03-19T19:32:03.010217Z	group	99.9886205976	Right Hand	cnt_5531528989cc7	motor fMRI task paradigm	trm_550b53d7dd674	457	457	Right Finger (Hand)		FSL5.0		http://neurovault.org/media/images/457/tfMRI_MOTOR_RH_zstat1.nii.gz	1184943	3162	statistic_map	False	Z map	fMRI-BOLD	2015-12-23T07:54:55.491884Z	tfMRI MOTOR RIGHT HAND zstat1	False	65.7102752072	26.18728373	http://neurovault.org/media/images/457/transform_4mm_3162.npy	0.0	490.0	http://neurovault.org/media/images/457/glass_brain_3162.jpg		http://neurovault.org/images/3162/	3162
1093		2015-03-19T19:31:54.447703Z	group	99.9886205976	Left Foot	cnt_55315270d1e14	motor fMRI task paradigm	trm_550b53d7dd674	457	457	Left Toe (Foot)		FSL5.0		http://neurovault.org/media/images/457/tfMRI_MOTOR_LF_zstat1.nii.gz	1180249	3156	statistic_map	False	Z map	fMRI-BOLD	2015-12-23T08:02:15.356658Z	tfMRI MOTOR LEFT FOOT zstat1	False	65.7102752072	26.18728373	http://neurovault.org/media/images/457/transform_4mm_3156.npy	0.0	490.0	http://neurovault.org/media/images/457/glass_brain_3156.jpg		http://neurovault.org/images/3156/	3156
1094		2015-03-19T19:32:05.428852Z	group	99.9886205976	Tongue	cnt_553152908ac51	motor fMRI task paradigm	trm_550b53d7dd674	457	457	Tongue		FSL5.0		http://neurovault.org/media/images/457/tfMRI_MOTOR_T_zstat1.nii.gz	1183847	3164	statistic_map	False	Z map	fMRI-BOLD	2015-12-23T08:02:40.642533Z	tfMRI MOTOR TONGUE zstat1	False	65.7102752072	26.18728373	http://neurovault.org/media/images/457/transform_4mm_3164.npy	0.0	490.0	http://neurovault.org/media/images/457/glass_brain_3164.jpg		http://neurovault.org/images/3164/	3164
1095		2015-03-19T19:31:51.940522Z	group	99.9886205976	Cue	cnt_55315226076d3	motor fMRI task paradigm	trm_550b53d7dd674	457	457	Cue		FSL5.0		http://neurovault.org/media/images/457/tfMRI_MOTOR_CUE_zstat1.nii.gz	1168682	3154	statistic_map	False	Z map	fMRI-BOLD	2015-12-23T09:14:48.266768Z	tfMRI MOTOR CUE zstat1	False	65.7102752072	26.18728373	http://neurovault.org/media/images/457/transform_4mm_3154.npy	0.0	490.0	http://neurovault.org/media/images/457/glass_brain_3154.jpg		http://neurovault.org/images/3154/	3154
1096		2015-03-19T19:32:46.004023Z	group	99.9886205976	2-back Tool	cnt_55314b1edb310	working memory fMRI task paradigm	trm_550b50095d4a3	457	457	2-back Tool		FSL5.0		http://neurovault.org/media/images/457/tfMRI_WM_2BK_TOOL_zstat1.nii.gz	1183216	3194	statistic_map	False	Z map	fMRI-BOLD	2015-12-23T09:33:43.869224Z	tfMRI WM 2BK TOOL zstat1	False	65.6937678714	26.2228006381	http://neurovault.org/media/images/457/transform_4mm_3194.npy	0.0	492.0	http://neurovault.org/media/images/457/glass_brain_3194.jpg		http://neurovault.org/images/3194/	3194
1100		2015-03-19T19:27:24.051838Z	group	99.9820555577	Story minus Math	cnt_55314a1a5514c	language processing fMRI task paradigm	trm_550b54a8b30f4	457	457	Story minus Math		FSL5.0		http://neurovault.org/media/images/457/tfMRI_LANGUAGE_STORY-MATH_zstat1.nii.gz	1177802	3142	statistic_map	False	Z map	fMRI-BOLD	2015-12-23T05:14:59.877746Z	tfMRI LANGUAGE STORY minus MATH zstat1	False	65.7121585945	26.1880759438	http://neurovault.org/media/images/457/transform_4mm_3142.npy	0.0	481.0	http://neurovault.org/media/images/457/glass_brain_3142.jpg		http://neurovault.org/images/3142/	3142
1101		2015-03-19T19:31:57.008676Z	group	99.9886205976	Left Hand	cnt_55315278ea6cc	motor fMRI task paradigm	trm_550b53d7dd674	457	457	Left Finger (Hand)		FSL5.0		http://neurovault.org/media/images/457/tfMRI_MOTOR_LH_zstat1.nii.gz	1182177	3158	statistic_map	False	Z map	fMRI-BOLD	2015-12-23T11:01:44.371219Z	tfMRI MOTOR LEFT HAND zstat1	False	65.7102752072	26.18728373	http://neurovault.org/media/images/457/transform_4mm_3158.npy	0.0	490.0	http://neurovault.org/media/images/457/glass_brain_3158.jpg		http://neurovault.org/images/3158/	3158
1102		2015-03-19T19:32:00.571533Z	group	99.9886205976	Right Foot	cnt_5531528173117	motor fMRI task paradigm	trm_550b53d7dd674	457	457	Right Toe (Foot)		FSL5.0		http://neurovault.org/media/images/457/tfMRI_MOTOR_RF_zstat1.nii.gz	1181705	3160	statistic_map	False	Z map	fMRI-BOLD	2015-12-23T10:58:57.241531Z	tfMRI MOTOR RIGHT FOOT zstat1	False	65.7102752072	26.18728373	http://neurovault.org/media/images/457/transform_4mm_3160.npy	0.0	490.0	http://neurovault.org/media/images/457/glass_brain_3160.jpg		http://neurovault.org/images/3160/	3160
1103		2015-03-19T19:32:44.785595Z	group	99.9886205976	2-back Place	cnt_55314b12878f7	working memory fMRI task paradigm	trm_550b50095d4a3	457	457	2-back Place		FSL5.0		http://neurovault.org/media/images/457/tfMRI_WM_2BK_PLACE_zstat1.nii.gz	1180786	3193	statistic_map	False	Z map	fMRI-BOLD	2015-12-23T08:50:35.173305Z	tfMRI WM 2BK PLACE zstat1	False	65.6937678714	26.2228006381	http://neurovault.org/media/images/457/transform_4mm_3193.npy	0.0	492.0	http://neurovault.org/media/images/457/glass_brain_3193.jpg		http://neurovault.org/images/3193/	3193
1108		2015-03-19T19:32:24.933663Z	group	99.9820555577	Random Interaction	cnt_553147b362347	social cognition (theory of mind) fMRI task paradigm	trm_550b557e5f90e	457	457	Random Interaction		FSL5.0		http://neurovault.org/media/images/457/tfMRI_SOCIAL_RANDOM_zstat1.nii.gz	1176438	3179	statistic_map	False	Z map	fMRI-BOLD	2015-12-23T09:24:51.037239Z	tfMRI SOCIAL RANDOM zstat1	False	65.7057329202	26.2019059926	http://neurovault.org/media/images/457/transform_4mm_3179.npy	0.0	484.0	http://neurovault.org/media/images/457/glass_brain_3179.jpg		http://neurovault.org/images/3179/	3179
1115		2015-03-19T19:32:19.768325Z	group	99.9820555577	Relational Processing	cnt_553149979dc2e	relational processing fMRI task paradigm	trm_550b5a47aa23e	457	457	Relational Processing		FSL5.0		http://neurovault.org/media/images/457/tfMRI_RELATIONAL_REL_zstat1.nii.gz	1179510	3175	statistic_map	False	Z map	fMRI-BOLD	2015-12-23T10:58:54.123596Z	tfMRI RELATIONAL REL zstat1	False	65.7151498567	26.1816360493	http://neurovault.org/media/images/457/transform_4mm_3175.npy	0.0	479.0	http://neurovault.org/media/images/457/glass_brain_3175.jpg		http://neurovault.org/images/3175/	3175
1116		2015-03-19T19:32:34.157592Z	group	99.9886205976	0-back Face	cnt_55314b49e5c9d	working memory fMRI task paradigm	trm_550b50095d4a3	457	457	0-back Face		FSL5.0		http://neurovault.org/media/images/457/tfMRI_WM_0BK_FACE_zstat1.nii.gz	1184134	3186	statistic_map	False	Z map	fMRI-BOLD	2015-12-23T10:58:58.480751Z	tfMRI WM 0BK FACE zstat1	False	65.6937678714	26.2228006381	http://neurovault.org/media/images/457/transform_4mm_3186.npy	0.0	492.0	http://neurovault.org/media/images/457/glass_brain_3186.jpg		http://neurovault.org/images/3186/	3186
1117		2015-03-19T19:32:42.200789Z	group	99.9886205976	2-back Body	cnt_55314aff55913	working memory fMRI task paradigm	trm_550b50095d4a3	457	457	2-back Body		FSL5.0		http://neurovault.org/media/images/457/tfMRI_WM_2BK_BODY_zstat1.nii.gz	1182681	3191	statistic_map	False	Z map	fMRI-BOLD	2015-12-23T09:45:31.639267Z	tfMRI WM 2BK BODY zstat1	False	65.6937678714	26.2228006381	http://neurovault.org/media/images/457/transform_4mm_3191.npy	0.0	492.0	http://neurovault.org/media/images/457/glass_brain_3191.jpg		http://neurovault.org/images/3191/	3191
1118		2015-03-19T19:32:43.479790Z	group	99.9886205976	2-back Face	cnt_55314b0643005	working memory fMRI task paradigm	trm_550b50095d4a3	457	457	2-back Face		FSL5.0		http://neurovault.org/media/images/457/tfMRI_WM_2BK_FACE_zstat1.nii.gz	1183225	3192	statistic_map	False	Z map	fMRI-BOLD	2015-12-23T10:58:58.639583Z	tfMRI WM 2BK FACE zstat1	False	65.6937678714	26.2228006381	http://neurovault.org/media/images/457/transform_4mm_3192.npy	0.0	492.0	http://neurovault.org/media/images/457/glass_brain_3192.jpg		http://neurovault.org/images/3192/	3192
1119		2015-03-19T19:27:06.903006Z	group	99.9820555577	Faces	cnt_5531474e117df	emotion processing fMRI task paradigm	trm_550b5b066d37b	457	457	Faces		FSL5.0		http://neurovault.org/media/images/457/tfMRI_EMOTION_FACES_zstat1.nii.gz	1182924	3129	statistic_map	False	Z map	fMRI-BOLD	2015-12-23T11:01:41.938300Z	tfMRI EMOTION FACES zstat1	False	65.7106075697	26.191414706	http://neurovault.org/media/images/457/transform_4mm_3129.npy	0.0	481.0	http://neurovault.org/media/images/457/glass_brain_3129.jpg		http://neurovault.org/images/3129/	3129
1120		2015-03-19T19:32:17.283245Z	group	99.9820555577	Matching	cnt_553149868c670	relational processing fMRI task paradigm	trm_550b5a47aa23e	457	457	Matching		FSL5.0		http://neurovault.org/media/images/457/tfMRI_RELATIONAL_MATCH_zstat1.nii.gz	1178855	3173	statistic_map	False	Z map	fMRI-BOLD	2015-12-23T09:30:21.027504Z	tfMRI RELATIONAL MATCH zstat1	False	65.7151498567	26.1816360493	http://neurovault.org/media/images/457/transform_4mm_3173.npy	0.0	479.0	http://neurovault.org/media/images/457/glass_brain_3173.jpg		http://neurovault.org/images/3173/	3173
1121		2015-03-19T19:32:35.379101Z	group	99.9886205976	0-back Place	cnt_55314b56bceed	working memory fMRI task paradigm	trm_550b50095d4a3	457	457	0-back Place		FSL5.0		http://neurovault.org/media/images/457/tfMRI_WM_0BK_PLACE_zstat1.nii.gz	1185051	3187	statistic_map	False	Z map	fMRI-BOLD	2015-12-23T05:42:17.140530Z	tfMRI WM 0BK PLACE zstat1	False	65.6937678714	26.2228006381	http://neurovault.org/media/images/457/transform_4mm_3187.npy	0.0	492.0	http://neurovault.org/media/images/457/glass_brain_3187.jpg		http://neurovault.org/images/3187/	3187
1125		2015-03-19T19:32:26.184987Z	group	99.9820555577	Mental Interaction minus Random Interaction	cnt_55314940f18c6	social cognition (theory of mind) fMRI task paradigm	trm_550b557e5f90e	457	457	Mental Interaction minus Random Interaction		FSL5.0		http://neurovault.org/media/images/457/tfMRI_SOCIAL_TOM-RANDOM_zstat1.nii.gz	1180644	3180	statistic_map	False	Z map	fMRI-BOLD	2015-12-23T06:18:04.890146Z	tfMRI SOCIAL TOM minus RANDOM zstat1	False	65.7057329202	26.2019059926	http://neurovault.org/media/images/457/transform_4mm_3180.npy	0.0	484.0	http://neurovault.org/media/images/457/glass_brain_3180.jpg		http://neurovault.org/images/3180/	3180
